Species,name,No,Date,FTime,psil,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci_Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,Rdark,gastar,gm,Cc,CC_A,Photo_raw,Photo_addition,gm_Ci100to300,Cc_fromgm100300,Amax,g1,HHMMSS,Pot,ap_Vcmax,ap_Jmax,ap_TPU,ap_Vjratio,Vcmax,Jmax,TPU,Vjratio
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,1,714,115,-3.228,3.669600041,0.033129921,196.5039702,42,42,0,0,567.526123,1074.674683,952.5137939,-,0.471908911,0.113672436,-1,0.87,0.92,9.962339401,0.87498117,0.00353719,0.240877917,1.893612715,-1,1509.563599,0.5,75.0715342,0.480283379,1.441518564,25.10750008,2,4.644859791,1,9.289719582,21.44854927,25.10750008,20.7539959,382.6469116,381.105957,17.12685013,17.31550407,67.79920197,68.54601288,500.3521423,1509.563599,13.32229042,101.5618668,1.156763077,0.331819057,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501760712,0.000480283,298.2575001,294.5985493,241.5301704,0.716604325,3.200113482,31.50900613,14.19350205,23.27802467,2.867521876,0.033012189,1.758594918,1.108926959,0.020643164,19.95731004,0.515615058,53.99103589,380.5723261,0.005209479,0,1320.839723,507.1485596,0.113672436,-,-2.575791185,3.754498329,0.030700943,76.97669664,20.97686282,3.672060795,-0.002460754,0.025304762,51.48778507,16.92884293,1.303324049,16:41:54,0714subci_wet1,37.9,-,6.7,0.459951456,45,-,4.8,0.346153846
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,1,713,3750,-2.866,4.624405594,0.043678418,203.4111643,39,39,0,0,542.7490234,967.3569336,814.1538086,-,0.438936131,0.158372902,-1,0.87,0.92,9.962339401,0.87498117,0.004261359,0.360810812,1.78232828,-1,1508.455933,0.5,104.5158637,0.608039498,1.388502854,24.92573357,2,4.644859791,1,9.289719582,21.02396774,24.92573357,20.22257805,381.9573364,380.0163574,17.22720146,17.46601868,70.12390137,71.09601593,500.3152466,1508.455933,3.992737293,101.7474747,1.256929398,0.336015433,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501576233,0.000608039,298.0757336,294.1739677,241.3529438,0.68307436,3.165626147,31.11257707,13.64655839,22.97485065,2.815432435,0.043474012,1.777123293,1.038309142,0.027189549,20.69657229,0.535269497,55.25660821,379.3443246,0.006736122,0,1319.870536,424.6079102,0.158372902,-,-1.692517425,3.73198246,0.033680537,66.1091497,14.29570749,4.624441989,-3.64E-05,0.050909539,112.5754261,22.40741259,1.404555458,17:11:15,0713subci_wet1,39.4,-,7.7,0.407867495,80.1,-,4.9,0.616153846
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,2,711,2212,-2.46,7.056972998,0.046910559,133.1912794,2,2,0,0,533.0510254,947.2242432,772.8391113,-,0.437249385,0.184101213,-1,0.87,0.92,9.962339401,0.87498117,0.006097844,0.42104396,1.776986063,-1,1510.190308,0.5,121.6345741,0.607236205,1.300698281,25.00238609,2,4.644859791,1,9.289719582,20.96271896,25.00238609,19.7790966,383.2036438,380.2899475,18.09632874,18.33462906,74.49160004,75.47253418,500.2953796,1510.190308,252.0952911,102.5072098,1.886427164,0.330203414,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501476898,0.000607236,298.1523861,294.112719,241.6304438,0.678118032,3.180129949,31.02347587,12.68884681,22.98255253,2.816745403,0.046674863,1.879431667,0.937313736,0.029192874,13.65306641,0.35023613,58.2749758,379.2643208,0.010844219,0,1321.388082,414.1732178,0.184101213,-,-2.451915703,3.741464432,0.128831786,78.41463436,11.11165288,7.057618131,-0.000645133,0.115711685,72.20372235,15.22983093,0.623025737,11:43:00,0711subci_wet2a,57.5,-,5.1,0.769745649,68.3,-,4.5,0.525384615
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,3,722,95.5,-1.49,9.584153007,0.078250972,172.0382236,27,27,0,0,512.4013672,947.6934814,772.6972656,-,0.459317409,0.184654869,-1,0.87,0.92,9.962339401,0.87498117,0.008018636,0.402020184,1.849513959,-1,1508.275757,0.5,121.8457051,1.723964919,2.191138803,24.90816689,2,4.644859791,1,9.289719582,22.57760429,24.90816689,22.31596375,383.2581482,379.1659241,8.962395668,9.64496994,32.83476639,35.33545303,500.2641907,1508.275757,196.9647369,100.6920319,0.842824936,0.328049421,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501320953,0.001723965,298.0581669,295.7276043,241.3241157,0.555712695,3.162310423,31.40576632,21.76079638,23.74288559,2.949028695,0.077597339,0.971171621,1.977857075,0.048556641,17.32287829,0.453728072,29.84973991,377.7734061,0.007571446,0,1319.712886,435.2921143,0.184654869,-,-2.262225486,3.72981215,0.127316049,96.75978769,10.09580999,9.582297188,0.001855819,0.109895797,84.82694463,16.24649388,1.347197449,14:38:30,0722subci_wet3,64,75.4,5.5,0.848806366,65.4,61.8,4.5,1.058252427
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,3,705,297.5,-1.1,18.39829104,0.463989545,306.738988,36,36,0,0,562.9558105,1082.483032,844.9411621,-,0.479940291,0.219441657,-1,0.87,0.92,9.962339401,0.87498117,0.014762983,0.457226994,1.922856132,-1,1501.686523,0.5,144.1674006,5.572283372,1.231770132,24.91102791,2,4.644859791,1,9.289719582,24.34702873,24.91102791,24.06715012,387.9718018,379.7720642,17.08128357,19.26569557,55.98884583,63.14888763,500.3570251,1501.686523,23.45956039,100.2341232,2.114830017,0.298363417,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501785126,0.005572283,298.0610279,297.4970287,240.2698384,-0.047511217,3.162850236,31.55462565,12.28893008,24.62902832,3.110028589,0.441917296,1.931080104,1.178948485,0.278100033,30.74571352,0.807692342,61.94059747,377.0984627,0.030219421,0,1313.947431,519.5272217,0.219441657,-,-3.306321129,3.730165552,0.140026411,175.3474109,9.530635781,18.39778388,0.000507157,0.175117757,201.6765928,20.53710072,5.51935539,16:30:23,0705subci_wet3,73.9,96.8,7,0.763429752,105.6,93.8,6.6,1.125799574
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,3,713,207,-0.916,21.60435729,0.515128734,305.1043783,12,12,0,0,555.9709473,1130.015869,857.2585449,-,0.507997222,0.241374773,-1,0.87,0.92,9.962339401,0.87498117,0.017225942,0.47514979,2.032508847,-1,1499.903931,0.5,158.3886413,5.227344173,1.061870594,25.02372742,2,4.644859791,1,9.289719582,23.47111511,25.02372742,22.90466499,390.6732483,381.2393799,18.80229187,20.84830856,65.97515106,73.15438843,500.324646,1499.903931,159.066864,101.7975998,1.655992508,0.288222998,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.50162323,0.005227344,298.1737274,296.6211151,239.9846235,-0.032536735,3.184178365,31.27950337,10.4311948,24.24742126,3.039777821,0.488064815,2.122307771,0.917470049,0.307361817,31.0588934,0.800296072,67.55816052,378.0993922,0.038607228,0,1312.387696,574.0449219,0.241374773,-,-2.971782287,3.744107786,0.191121663,192.0645639,8.890084596,21.60711491,-0.00275762,0.215303972,204.7608637,20.04259919,4.812639382,13:54:54,0713subci_wet3,89,97.7,6.8,0.910951894,122.4,92,6.2,1.330434783
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,2,708,84.5,-0.91,21.21215216,0.254402054,237.4481151,13,13,0,0,576.7631836,1348.855957,961.1113281,-,0.572405652,0.28746185,-1,0.87,0.92,9.962339401,0.87498117,0.016866582,0.502199531,2.33866515,-1,1505.19519,0.5,189.2961361,3.34234455,1.345648728,24.98012161,2,4.644859791,1,9.289719582,22.60493469,24.98012161,21.72263718,389.6318054,380.6430054,16.59700966,17.90919685,61.61141205,66.48251343,500.3075562,1505.19519,80.54558563,102.1967926,2.847297668,0.302652329,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501537781,0.003342345,298.1301216,295.7549347,240.8312251,0.266364128,3.175911205,31.07642739,13.16723054,23.79252815,2.957851386,0.247620874,1.830262477,1.12758891,0.155358334,24.26643578,0.623807903,57.72345196,377.5602065,0.032432476,0,1317.017448,772.0927734,0.28746185,-,-2.648645581,3.738708323,0.212388758,137.573939,6.485619091,21.21358285,-0.001430687,0.239391544,148.8395042,31.27231851,2.136752573,11:32:55,0708subci_wet2a,108.5,140.2,10.7,0.773894437,133.2,125.1,9.6,1.064748201
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,3,717,24.5,-0.89,20.58679135,0.495724785,303.4822798,23,23,0,0,561.1499023,1170.437256,876.5197754,-,0.520563875,0.251117673,-1,0.87,0.92,9.962339401,0.87498117,0.016453825,0.482395505,2.085783586,-1,1499.462891,0.5,164.733419,6.35148448,1.330838444,24.89618874,2,4.644859791,1,9.289719582,24.20414734,24.89618874,23.67753983,389.4915161,380.2953796,15.59934044,18.0926075,52.01810074,60.33223724,500.2728882,1499.462891,185.2228699,101.1027756,1.877624512,0.304625064,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501364441,0.006351484,298.0461887,297.3541473,239.9140571,-0.192098855,3.160051279,31.25583112,13.16322362,24.55016804,3.095395849,0.470611663,1.829212835,1.266183013,0.296289959,30.68290083,0.798017268,59.00758016,377.3035718,0.032197297,0,1312.001794,609.2873535,0.251117673,-,-2.901905098,3.728332863,0.147487172,163.8986735,7.96135108,20.58744857,-0.00065722,0.176400084,186.7771691,21.65599169,5.435672094,14:47:05,0717subci_wet3a,93.5,104.1,7.7,0.898174832,100.5,87.2,6.3,1.152522936
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,1,706,683.5,-0.72,22.59314829,0.409605961,283.3345926,13,13,0,0,563.1677246,1250.382202,887.0043945,-,0.549603534,0.290613388,-1,0.87,0.92,9.962339401,0.87498117,0.017925323,0.528769139,2.22026609,-1,1504.324463,0.5,191.2607463,4.159025055,1.041320003,25.12740135,2,4.644859791,1,9.289719582,23.62424469,25.12740135,23.09270287,390.1845398,380.5204773,19.80451202,21.43134117,68.25152588,73.85800171,500.3465271,1504.324463,76.14526367,100.9077911,2.457935333,0.281960547,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501732635,0.004159025,298.2774014,296.7742447,240.6919087,0.160759208,3.203909302,31.75086151,10.31952034,24.37582302,3.063259069,0.392308156,2.162589299,0.90066977,0.246690158,28.59066789,0.744597491,68.02064101,377.237029,0.040740412,0,1316.255578,687.2144775,0.290613388,-,-2.174418793,3.756970112,0.164817879,146.2551177,6.473427955,22.59430635,-0.001158062,0.204649007,172.9350915,31.82898411,3.368675649,12:57:47,0706subci_wet1,98.3,142.1,10.7,0.691766362,122.2,125.3,9.6,0.975259377
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,2,717,118,-0.703,21.57476455,0.28680212,249.1320476,12,12,0,0,529.5285645,1128.537598,788.0195313,-,0.530783409,0.301733914,-1,0.87,0.92,9.962339401,0.87498117,0.017131841,0.568469001,2.131211937,-1,1506.05896,0.5,198.8084373,4.338717551,1.538233958,25.4363842,2,4.644859791,1,9.289719582,24.75011635,25.4363842,25.05216789,389.786377,380.5020752,15.35354233,17.05824852,49.56616211,55.06949997,500.3450623,1506.05896,182.9204712,101.1308517,1.590370178,0.317207843,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501725311,0.004338718,298.5863842,297.9001163,240.9694282,0.167002314,3.26334916,32.26858178,15.21033326,25.09325027,3.197397997,0.278212836,1.725115202,1.472282794,0.174634842,25.19493617,0.654745569,53.11875421,377.3666264,0.03037057,0,1317.77323,599.0090332,0.301733914,-,-4.408982618,3.795513196,0.198745529,140.5773311,6.515822259,21.57588167,-0.001117117,0.229273048,155.0313027,29.5711187,2.666962239,14:00:07,0717subci_wet2a,114.7,142.3,10.6,0.80604357,133,22.7,9.5,5.859030837
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,1,626,1185,-0.678,19.42403535,0.327934979,277.1948408,36,36,0,0,580.2570801,1193.559814,925.1337891,-,0.513843317,0.224895328,-1,0.87,0.92,9.962339401,0.87498117,0.015526569,0.437672964,2.056950023,-1,1503.567627,0.5,147.9353999,3.827472011,1.189768728,25.11220741,2,4.644859791,1,9.289719582,23.55853081,25.11220741,23.09259605,389.5247803,381.1758423,18.40015984,19.89973068,63.76493835,68.96163177,500.3173218,1503.567627,327.6875305,101.0688171,1.15105629,0.295332402,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501586609,0.003827472,298.2622074,296.7085308,240.5708149,0.216457146,3.201010969,31.67159822,11.77186754,24.33536911,3.055844081,0.316753318,2.011242241,1.044601839,0.198945952,28.01575468,0.727209886,63.14857369,378.3527237,0.032423854,0,1315.593361,613.3027344,0.224895328,-,-2.084846974,3.755082873,0.189815406,174.8636564,9.002437098,19.4266516,-0.002616249,0.210205708,184.7899508,34.04529817,3.283031467,16:12:49,0626subci_wet1a,87.6,136,10,0.644117647,112.3,129.1,9.5,0.869868319
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,3,626,1265,-0.578,19.06137434,0.346711587,281.6613776,24,24,0,0,494.6152344,1028.608032,782.4106445,-,0.51914119,0.239350054,-1,0.87,0.92,9.962339401,0.87498117,0.015295124,0.461050015,2.079612516,-1,1498.825928,0.5,156.9471513,4.054878474,1.194588358,24.91511536,2,4.644859791,1,9.289719582,23.11152649,24.91511536,22.50792694,387.0336914,378.8008118,17.89937592,19.48875237,63.70452499,69.36117554,500.3036194,1498.825928,269.8421326,101.0343399,1.448720932,0.297504872,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501518097,0.004054878,298.0651154,296.2615265,239.8121431,0.162286101,3.163621589,31.31233987,11.8235875,24.01332092,2.997371858,0.334237163,1.969033231,1.028338628,0.209984269,28.45747137,0.743560649,62.64971115,376.0311638,0.031753284,0,1311.444463,533.9927979,0.239350054,-,-3.108097303,3.730670492,0.155579543,159.1428637,8.34897111,19.05870615,0.002668194,0.182668796,177.3120043,29.56671225,3.600127465,15:01:23,0626subci_wet3,78.3,114,8.6,0.686842105,97.3,103.3,7.8,0.941916747
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,2,706,979.0001221,-0.53,24.48189161,0.297163781,238.1748283,2,2,0,0,577.9580078,1314.248901,919.4956055,-,0.560237024,0.300364182,-1,0.87,0.92,9.962339401,0.87498117,0.019318125,0.536137686,2.273952231,-1,1507.410156,0.5,198.083495,3.190453881,1.089565713,25.00789833,2,4.644859791,1,9.289719582,23.07868195,25.00789833,22.50702858,389.3045654,379.0361938,19.46536255,20.71422768,69.37459564,73.82555389,500.3528442,1507.410156,44.74575043,100.9745331,2.031761408,0.295538962,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501764221,0.003190454,298.1578983,296.2286819,241.1856196,0.314446654,3.181175181,31.50472781,10.79050013,24.04329014,3.00277158,0.287952621,2.091609468,0.911162112,0.180775891,24.04959208,0.628369618,65.92146911,375.4787497,0.042978222,0,1318.955502,736.2908936,0.300364182,-,-2.599784853,3.74214704,0.302717347,157.3010633,6.425200546,24.47974714,0.002144469,0.358679873,169.9192794,35.0226125,1.947576663,11:56:55,0706subci_wet2,133.5,148.6,12.2,0.898384926,119,126.5,10.5,0.940711462
7 E.camaldulensis subcinerea ,E.camaldulensis subcinerea ,2,627,1086.5,-0.38,19.23423149,0.328851756,276.7054979,12,12,0,0,538.6533203,1168.442139,888.5410156,-,0.538998721,0.239550692,-1,0.87,0.92,9.962339401,0.87498117,0.015381198,0.444436476,2.169191379,-1,1503.363892,0.5,157.5542984,3.75675523,1.166809593,24.99993706,2,4.644859791,1,9.289719582,23.42799377,24.99993706,22.90155602,387.5525818,379.2936401,18.40949059,19.88158798,64.41175079,69.5623703,500.247467,1503.363892,154.2789917,101.242218,0.683778763,0.293325663,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501237335,0.003756755,298.1499371,296.5779938,240.5382173,0.228062991,3.179665658,31.40651914,11.52493116,24.21396542,3.033685543,0.317608561,2.012856065,1.020829478,0.199485764,28.01427835,0.729528441,63.62584367,376.4987128,0.032501949,0,1315.415096,629.7888184,0.239550692,-,-3.589784874,3.741161189,0.17041244,163.8367928,8.517979669,19.23265984,0.001571651,0.184615437,172.5201072,26.91134755,3.284549087,12:10:39,0627subci_wet2a,83.7,122,9.2,0.686065574,104.4,110.9,8.4,0.941388638
8 E.occidentalis ,E.occidentalis ,2,720,216.5,-2.89,5.595285587,0.03441815,113.3080045,24,24,0,0,575.2851563,1116.42395,969.0596924,-,0.48470726,0.131996683,-1,0.87,0.92,9.962339401,0.87498117,0.005030224,0.272322479,1.940644458,-1,1499.585938,0.5,86.59704782,0.669858357,1.902744351,25.22872353,2,4.644859791,1,9.289719582,19.96468353,25.22872353,18.14993095,384.5516968,382.2108154,12.98417473,13.24838638,55.27326584,56.39801025,500.3441772,1499.585938,198.7850342,99.67639923,1.814664841,0.343771368,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501720886,0.000669858,298.3787235,293.1146835,239.9337446,0.606373067,3.223295802,32.33760275,19.08921636,22.59670353,2.751623094,0.034291103,1.32055145,1.431071643,0.021443318,11.29413389,0.296454208,39.81508775,381.3969829,0.005846209,0,1312.109458,541.1387939,0.131996683,-,-2.556354798,3.769574681,0.231547304,89.14324205,15.93184846,5.600204651,-0.004919064,0.064089887,26.0042837,19.42241137,0.588637443,13:53:47,0720occid_wet2,26,74.4,5.5,0.349462366,62.5,68.9,4.6,0.907111756
8 E.occidentalis ,E.occidentalis ,4,722,321,-2.28,4.187160231,0.038880925,194.8112995,17,17,0,0,543.3879395,1030.82373,856.847168,-,0.472860467,0.168774309,-1,0.87,0.92,9.962339401,0.87498117,0.00395917,0.35692201,1.897030934,-1,1497.543579,0.5,110.5743814,1.05437697,2.673455375,28.42473412,2,4.644859791,1,9.289719582,25.44221687,28.42473412,25.03355217,382.1174011,380.2828979,11.65935421,12.07578564,35.97575378,37.26068115,500.2718201,1497.543579,217.2751312,100.727829,1.962007523,0.342134237,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.5013591,0.001054377,301.5747341,298.5922169,239.6069673,0.632083957,3.889823046,38.61716355,26.54137791,26.93347549,3.565199208,0.038718873,1.21636767,2.348831537,0.024213803,19.62291926,0.512279938,29.77707003,379.6743203,0.003284397,0,1310.322433,487.435791,0.168774309,-,-1.833995609,4.184789042,0.033381019,69.37593826,16.56873261,4.187789679,-0.000629448,0.05208673,114.4230661,25.74001146,1.88073048,13:35:47,0722occid_wet4,45.9,131.9,8.7,0.347990902,-,-,-,-
8 E.occidentalis ,E.occidentalis ,2,704,2665,-2.104,5.505335034,0.040515324,155.460754,52,52,0,0,636.7570801,1207.033081,1051.399536,-,0.472460954,0.128938923,-1,0.87,0.92,9.962339401,0.87498117,0.004939678,0.272909161,1.895594284,-1,1505.014893,0.5,84.89723484,0.577033806,1.398238008,24.87627792,2,4.644859791,1,9.289719582,20.5252533,24.87627792,19.58535576,382.0757141,379.7877197,17.31795692,17.54456139,71.58942413,72.52616119,500.3520203,1505.014893,19.7791748,100.2054749,-0.310379028,0.327722907,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501760101,0.000577034,298.0262779,293.6752533,240.8023774,0.666795871,3.156299112,31.4982701,13.95370871,22.70076561,2.769055271,0.040339392,1.758061105,1.010994167,0.025227867,15.57801867,0.409335916,54.78367755,378.9877424,0.007957424,0,1316.859691,570.276001,0.128938923,-,-2.678051112,3.725874936,0.083210868,89.29950444,16.22053951,5.50486271,0.000472324,0.103462525,102.2498449,20.0249342,0.832149502,16:40:59,0704occid_wet2,57.1,93.9,7.1,0.608093717,87.1,100.1,6.9,0.87012987
8 E.occidentalis ,E.occidentalis ,3,704,890,-2.088,10.05582394,0.074485808,156.870017,38,38,0,0,570.9025879,1073.39563,845.5493164,-,0.468134049,0.212266854,-1,0.87,0.92,9.962339401,0.87498117,0.008398289,0.453431778,1.880172997,-1,1504.55835,0.5,139.7204352,0.985615001,1.302915172,24.93234062,2,4.644859791,1,9.289719582,20.57778358,24.93234062,19.3912735,384.255188,380.0853882,18.21619987,18.60288429,75.05295563,76.64614105,500.2941284,1504.55835,148.3896027,100.1973038,0.093006134,0.325033545,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501470642,0.000985615,298.0823406,293.7277836,240.7293306,0.594194216,3.16687402,31.60637962,13.00349533,22.7550621,2.778189165,0.073893324,1.863958849,0.914230317,0.046236196,15.71795275,0.412723093,58.13423601,378.6240288,0.015440084,0,1316.460225,502.493042,0.212266854,-,-1.924420799,3.732799001,0.145559223,87.7859441,8.729860886,10.05601393,-0.000189989,0.114699448,69.19894205,31.78993119,0.840097084,15:11:54,0704occid_wet3,88.5,145.9,11.2,0.606579849,103.9,137.4,9.7,0.756186317
8 E.occidentalis ,E.occidentalis ,4,721,523,-1.828,4.968220618,0.03690595,154.5390428,16,16,0,0,564.3046875,1069.697632,913.6987305,-,0.472463367,0.145834577,-1,0.87,0.92,9.962339401,0.87498117,0.004518091,0.308668538,1.895602953,-1,1509.666016,0.5,96.31858532,0.798385998,2.135059794,25.11527252,2,4.644859791,1,9.289719582,22.15566254,25.11527252,21.72296906,382.0431213,379.9363403,10.30313396,10.61882973,38.63023376,39.81389999,500.4236145,1509.666016,122.7056656,100.4381561,3.892938614,0.336002082,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.502118073,0.000798386,298.2652725,295.3056625,241.5465571,0.691491861,3.201595472,31.87628682,21.25745709,23.63546753,2.930016627,0.036759912,1.066535678,1.863480949,0.022988021,15.52161651,0.406749833,32.13454091,379.2143695,0.004209939,0,1320.929336,505.3929443,0.145834577,-,-1.478956651,3.755463529,0.059920373,71.62532934,14.41669661,4.968078975,0.000141643,0.053903936,62.37099357,20.11709726,1.046433873,15:30:41,0721occid_wet4,42.5,93,6.9,0.456989247,80.7,-,6.1,0.620769231
8 E.occidentalis ,E.occidentalis ,2,703,42.5,-1.698,11.573579,0.09995184,186.6678618,23,23,0,0,625.9084473,1199.22168,964.8969727,-,0.478071104,0.195397324,-1,0.87,0.92,9.962339401,0.87498117,0.009563892,0.408720214,1.915969795,-1,1502.41687,0.5,128.4333392,1.294063324,1.28993419,24.99713707,2,4.644859791,1,9.289719582,20.65353775,24.99713707,19.38275337,384.3648071,379.5433044,18.17772102,18.68525505,75.22197723,77.32222748,500.4131165,1502.41687,31.3411293,101.1064987,-0.012817383,0.309351891,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.502065582,0.001294063,298.1471371,293.8035378,240.3866938,0.53878377,3.179134906,31.44342794,12.75817288,22.82533741,2.790050188,0.098887865,1.889200716,0.900849472,0.061899635,18.87333393,0.491822302,58.82488213,377.8615572,0.018015981,0,1314.58647,573.3132324,0.195397324,-,-2.83919373,3.740814513,0.155483116,112.2316191,9.697226684,11.57256285,0.001016148,0.173550718,119.9808486,26.11805183,1.167710737,14:30:44,0703occid_wet2,79.4,120.5,9.1,0.658921162,119.2,119.6,8.9,0.996655518
8 E.occidentalis ,E.occidentalis ,3,703,2983.5,-1.628,13.96522208,0.105596677,174.3277754,36,36,0,0,580.4240723,1187.700928,932.3594971,-,0.511304522,0.214987986,-1,0.87,0.92,9.962339401,0.87498117,0.011412541,0.420469557,2.046264076,-1,1501.914673,0.5,141.2629147,1.409992166,1.331495139,24.92819786,2,4.644859791,1,9.289719582,20.53098679,24.92819786,18.74041748,400.4414063,394.6227417,17.59332848,18.14680481,73.34922791,75.65675354,500.2581787,1501.914673,857.8197021,101.0974884,0.381099701,0.319083184,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501290894,0.001409992,298.0781979,293.6809868,240.3063423,0.515838414,3.166091528,31.3172125,13.17040769,22.72959232,2.773901297,0.104409845,1.834596389,0.939304908,0.065361755,17.62410025,0.441758056,57.36332296,392.5885605,0.020452911,0,1314.147057,607.2768555,0.214987986,-,-2.454169024,3.732286996,0.258436894,120.2905136,8.613576848,13.99775768,-0.0325356,0.194110825,102.3831937,34.48551446,0.977677287,16:03:24,0703occid_wet3,87.1,156.1,11.9,0.557975657,134.3,156.9,11.6,0.85595921
8 E.occidentalis ,E.occidentalis ,3,715,166,-1.35,14.00403376,0.115650153,179.2496042,11,11,0,0,545.9816895,1121.001953,860.8317871,-,0.512952062,0.232087166,-1,0.87,0.92,9.962339401,0.87498117,0.011378435,0.452453909,2.053185986,-1,1507.262207,0.5,153.0412999,1.500016759,1.296351575,24.87027168,2,4.644859791,1,9.289719582,21.18244553,24.87027168,20.1636467,386.7912598,380.9630737,17.77438164,18.36308098,71.28314972,73.64408875,500.2457886,1507.262207,63.70303345,101.2257385,1.519289017,0.325202048,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501228943,0.001500017,298.0202717,294.3324455,241.1619477,0.534563946,3.155168009,31.16962202,12.80654105,23.0263586,2.824223389,0.114228097,1.858816434,0.965406956,0.071518976,18.14467356,0.470517004,58.3880216,378.9276691,0.021581769,0,1318.826049,575.0202637,0.232087166,-,-2.963855357,3.725133739,0.207584789,111.7878511,7.982546531,14.0061766,-0.002142839,0.204724638,110.8453618,38.24822468,1.080877802,14:04:11,0715occid_wet3,109.3,177.7,13.5,0.615081598,187.8,183.1,13.5,1.025669033
8 E.occidentalis ,E.occidentalis ,4,714,1545.5,-1.08,15.38294185,0.136872337,190.5008476,1,1,0,0,600.5378418,1181.111572,936.6273193,-,0.491548592,0.206995053,-1,0.87,0.92,9.962339401,0.87498117,0.012466162,0.421108018,1.966756281,-1,1501.776367,0.5,135.9984454,1.927616006,1.4199921,25.04290009,2,4.644859791,1,9.289719582,21.16112518,25.04290009,19.97392273,385.506134,379.0652466,16.60133743,17.35856056,67.07162476,70.13090515,500.2898865,1501.776367,326.1303406,101.8418045,1.801088572,0.330607891,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501449432,0.001927616,298.1929001,294.3111252,240.2842134,0.446822525,3.187819231,31.30167662,13.94311606,23.10201263,2.837178934,0.134884976,1.767827131,1.069351803,0.084479438,19.40095008,0.502554242,55.00779879,376.83007,0.022452225,0,1314.026042,580.5737305,0.206995053,-,-3.11018217,3.746483797,0.354706485,147.1327602,9.564669858,15.38086202,0.002079826,0.302129202,139.5857366,27.8398119,1.301976171,11:47:19,0714occid_wet4a,99.7,137,9.8,0.727737226,124,132.9,9.5,0.933032355
